X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,ACCLASS,LEVEL,INVTYPE,TYPE,INVAGE,INJURY,condition,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND
-79.491611,43.765643,80975227,8002097783,2018,"November 14, 2018",827,8,KEELE ST,FOUR WINDS  DR, ,Major Arterial,43.765643,-79.491611,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.57249,43.653045,5434969,1071508,2008,"November 21, 2008",840,8,THE WEST MALL,RATHBURN RD, ,Expressway,43.653045,-79.57249,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.491611,43.765643,80975228,8002097783,2018,"November 14, 2018",827,8,KEELE ST,FOUR WINDS  DR, ,Major Arterial,43.765643,-79.491611,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,10 to 14,Major,severely injured, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.31229,43.822445,7473999,1319184,2012,"August 29, 2012",840,8,STEELES AVE E,KELVIN GROVE AVE, ,Major Arterial,43.822445,-79.31229,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,55 to 59,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.18879,43.768545,7854054,1371425,2013,"June 17, 2013",840,8,KINGSTON RD,FALAISE RD E, ,Major Arterial,43.768545,-79.18879,Intersection, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown, , , 
-79.46999,43.652545,7482854,1322840,2012,"September 24, 2012",858,8,BLOOR ST W,CLENDENAN AVE, ,Major Arterial,43.652545,-79.46999,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.542117,43.73778,80788908,7003059433,2017,"November 24, 2017",840,8,VEROBEACH BLVD,INDRIO RD, ,Local,43.73778,-79.542117,Intersection,At Intersection,Stop Sign,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.542117,43.73778,80788909,7003059433,2017,"November 24, 2017",840,8,VEROBEACH BLVD,INDRIO RD, ,Local,43.73778,-79.542117,Intersection,At Intersection,Stop Sign,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,75 to 79,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.446666,43.788577,8000211,143507481,2014,"December 18, 2014",843,8,6030 BATHURST ST, , ,Major Arterial,43.788577,-79.446666,Mid-Block, ,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,75 to 79,Fatal,killed, , , , ,Pedestrian hit at mid-block,Running onto Roadway,Inattentive, , , 
-79.38209,43.659045,7529356,1325529,2012,"November 13, 2012",844,8,GERRARD ST E,YONGE ST, ,Major Arterial,43.659045,-79.38209,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,35 to 39,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Other,Unknown
-79.340617,43.691332,80782536,7001651562,2017,"September 12, 2017",844,8,COSBURN AVE,LESMOUNT AVE, ,Minor Arterial,43.691332,-79.340617,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,35 to 39,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal
-79.32289,43.761745,4510989,1026360,2008,"February 27, 2008",845,8,YORK MILLS RD,NESS DR, ,Collector,43.761745,-79.32289,Intersection, ,Pedestrian Crossover,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,5 to 9,Major,severely injured,Other, , , ,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal, , , 
-79.44049,43.792445,5048469,1137250,2009,"November 17, 2009",845,8,GREENWIN VILLAGE RD,VILLAGE GT, ,Collector,43.792445,-79.44049,Intersection,At Intersection,Stop Sign,Clear,Fatal,fatal,Pedestrian,pedestrian,65 to 69,Fatal,killed,Other, , , ,Vehicle turns left while ped crosses without ROW at inter.,"Crossing, no Traffic Control",Normal, , , 
-79.49889,43.617445,6130687,1163442,2010,"March 21, 2010",845,8,ROYAL YORK Road,NEWCASTLE Stre, ,Minor Arterial,43.617445,-79.49889,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,85 to 89,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , 
-79.31869,43.801445,6170912,1181100,2010,"August 6, 2010",845,8,WARDEN AVE,BRIDLETOWNE CRCL, ,Major Arterial,43.801445,-79.31869,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , 
-79.26519,43.827345,6700767,1264906,2011,"September 16, 2011",845,8,MIDDLEFIELD RD,PASSMORE AVE, ,Minor Arterial,43.827345,-79.26519,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,75 to 79,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal
-79.30649,43.713545,7430635,1301011,2012,"May 1, 2012",845,8,O CONNOR Dr,BERMONDSEY RD, ,Major Arterial,43.713545,-79.30649,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,50 to 54,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal
-79.43849,43.755445,7805397,1350472,2013,"April 6, 2013",845,8,SHEPPARD AVE W,BATHURST ST, ,Major Arterial,43.755445,-79.43849,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,85 to 89,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Medical or Physical Disability, , , 
-79.522502,43.756339,80253524,5001798933,2015,"October 19, 2015",845,8,PELICAN GT,FINCH AVE W,5 m South of,Major Arterial,43.756339,-79.522502,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,65 to 69,Major,severely injured, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.319248,43.741103,80631998,5002201232,2015,"December 24, 2015",845,8,LAWRENCE AVE E,RAILSIDE RD, ,Major Arterial,43.741103,-79.319248,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,60 to 64,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.42467,43.679186,80632459,6000853484,2016,"May 18, 2016",845,8,580 CHRISTIE ST, ,2 m East of,Minor Arterial,43.679186,-79.42467,Mid-Block,At/Near Private Drive,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,20 to 24,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal
-79.346919,43.65082,80896796,7000501083,2017,"March 21, 2017",845,8,LAKE SHORE BLVD E,DON ROADWAY,16 m East of,Expressway,43.65082,-79.346919,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,50 to 54,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Inattentive
-79.33359,43.798045,7854503,1371625,2013,"June 18, 2013",846,8,VICTORIA PARK AVE,MORECAMBE GT, ,Major Arterial,43.798045,-79.33359,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,60 to 64,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , 
-79.58939,43.732045,6589564,1215589,2011,"February 1, 2011",847,8,MARTIN GROVE RD,JOHN GARLAND BLVD, ,Major Arterial,43.732045,-79.58939,Intersection,At Intersection,Traffic Signal,Snow,Non-Fatal,non-fatal,Pedestrian,pedestrian,10 to 14,Major,severely injured,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Normal, , , 
-79.503635,43.628859,7825053,1358953,2013,"June 1, 2013",847,8,ROYAL YORK RD,FRANKWOOD RD, ,Minor Arterial,43.628859,-79.503635,Intersection, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal, , , 
-79.327213,43.674445,80975913,8002129020,2018,"November 19, 2018",847,8,WALPOLE AVE,GLENSIDE AVE,9 m West of,Collector,43.674445,-79.327213,Intersection,Intersection Related,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,0 to 4,Major,severely injured, , , , , , ,Inattentive, , , 
-79.44569,43.792245,5049222,1137620,2009,"October 27, 2009",848,8,BATHURST ST,STEELES AVE W, ,Major Arterial,43.792245,-79.44569,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,35 to 39,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Normal, , , 
-79.55169,43.696645,6215674,1199899,2010,"October 4, 2010",848,8,CHETTA PL,WINCOTT DR, ,Local,43.696645,-79.55169,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,5 to 9,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,Running onto Roadway,Inattentive, , , 
-79.35849,43.760645,5216023,1094026,2009,"March 11, 2009",828,8,LESMILL Road,DUNCAN MILL Road, ,Collector,43.760645,-79.35849,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Normal, , , 
-79.23299,43.779545,5808641,1139418,2009,"November 27, 2009",655,6,MARKHAM RD,TUXEDO CRT, ,Major Arterial,43.779545,-79.23299,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal, , , 
-79.36149,43.648645,5364539,1040428,2008,"May 28, 2008",810,8,PARLIAMENT St,LAKE SHORE Blvd E, ,Minor Arterial,43.648645,-79.36149,Mid-Block,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,20 to 24,Major,severely injured,Bicycle,Changing Lanes, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Lane Change,Inattentive
-79.43996,43.650939,6712850,1270018,2011,"October 18, 2011",810,8,LANSDOWNE AVE,COLLEGE ST, ,Minor Arterial,43.650939,-79.43996,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,40 to 44,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Other,Normal
-79.37259,43.663245,7456387,1311644,2012,"August 25, 2012",810,8,CARLTON ST,SHERBOURNE ST, ,Minor Arterial,43.663245,-79.37259,Mid-Block, ,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,60 to 64,Fatal,killed,Other, , , ,Pedestrian hit at mid-block,Coming From Behind Parked Vehicle,Unknown, , , 
-79.322696,43.681132,80252343,5001723026,2015,"October 6, 2015",810,8,COXWELL AVE,EARL HAIG AVE, ,Minor Arterial,43.681132,-79.322696,Intersection,Intersection Related,Pedestrian Crossover,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,10 to 14,Major,severely injured, , , , ,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal, , , 
-79.29799,43.678845,5280414,1122545,2009,"July 31, 2009",812,8,KINGSTON RD,MAIN ST, ,Major Arterial,43.678845,-79.29799,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,40 to 44,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal, , , 
-79.40389,43.666645,6151704,1172629,2010,"May 13, 2010",812,8,BLOOR ST W,SPADINA AVE, ,Major Arterial,43.666645,-79.40389,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,25 to 29,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal
-79.417232,43.640975,80252344,5001723055,2015,"October 6, 2015",813,8,KING ST W,SUDBURY ST,15 m West of,Major Arterial,43.640975,-79.417232,Intersection,Non Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,20 to 24,Major,severely injured,Bicycle,Changing Lanes, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Lane Change,Inattentive
-79.304355,43.77949,80566635,6002021851,2016,"November 14, 2016",814,8,ARAGON AVE,SHEPPARD AVE E, ,Major Arterial,43.77949,-79.304355,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,75 to 79,Fatal,killed, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.56899,43.718945,5304832,1134719,2009,"October 9, 2009",815,8,REDCLIFF BLVD,COOLHURST DR, ,Local,43.718945,-79.56899,Intersection,At Intersection,No Control,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,75 to 79,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.29679,43.710645,5374980,1045157,2008,"June 26, 2008",815,8,VICTORIA PARK AVE,PEARD RD, ,Major Arterial,43.710645,-79.29679,Mid-Block,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,85 to 89,Major,severely injured,Other,Unknown, , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.57619,43.738945,6201418,1193861,2010,"October 8, 2010",815,8,ALBION RD,SANAGAN RD, ,Major Arterial,43.738945,-79.57619,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown, , , 
-79.31549,43.807545,5314814,1017587,2008,"January 28, 2008",817,8,MCNICOLL AVE,LA PEER BLVD, ,Minor Arterial,43.807545,-79.31549,Intersection, ,Stop Sign,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Medical or Physical Disability, , , 
-79.59109,43.676845,6254632,1196819,2010,"October 22, 2010",817,8,INTERNATIONAL BLVD,CARLINGVIEW DR, ,Major Arterial,43.676845,-79.59109,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,55 to 59,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.45589,43.662445,6221252,1202173,2010,"November 17, 2010",818,8,DUNDAS ST W,KENNETH AVE, ,Minor Arterial,43.662445,-79.45589,Intersection, ,No Control,Rain,Fatal,fatal,Pedestrian,pedestrian,50 to 54,Fatal,killed,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown, , , 
-79.413158,43.645293,80632000,5002206137,2015,"December 25, 2015",819,8,QUEEN ST W,TRINITY DR,1 m East of,Major Arterial,43.645293,-79.413158,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,35 to 39,Major,severely injured, , , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Other,Other, , , 
-79.51489,43.722345,5308163,1014167,2008,"January 11, 2008",820,8,LONEY AVE,DALLNER RD, ,Local,43.722345,-79.51489,Intersection,At Intersection,Stop Sign,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Inattentive, , , 
-79.38859,43.704245,5864473,1154355,2009,"June 2, 2009",820,8,MANOR RD E,MOUNT PLEASANT RD, ,Major Arterial,43.704245,-79.38859,Intersection, ,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,20 to 24,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal
-79.5079,43.642501,7874118,1380106,2013,"July 25, 2013",820,8,GLENROY Ave,HUMBERVALE Blvd, ,Local,43.642501,-79.5079,Intersection,At Intersection,Stop Sign,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,15 to 19,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Inattentive
-79.301257,43.763491,80559128,5000407299,2015,"March 10, 2015",820,8,WARDEN AVE,CONTINENTAL PL,10 m North of,Major Arterial,43.763491,-79.301257,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,45 to 49,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , 
-79.25098,43.735991,80632457,6000846295,2016,"May 17, 2016",820,8,2632 EGLINTON AVE E, ,18 m East of,Major Arterial,43.735991,-79.25098,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,75 to 79,Major,severely injured, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , 
-79.451724,43.700686,80930458,8000407023,2018,"March 5, 2018",820,8,DUFFERIN ST,CASTLEFIELD AVE,28 m North of,Major Arterial,43.700686,-79.451724,Intersection,Intersection Related,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,75 to 79,Major,severely injured, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , 
-79.32217,43.773429,80972287,8001801273,2018,"September 29, 2018",820,8,ESQUIRE RD,VICTORIA PARK AVE, ,Major Arterial,43.773429,-79.32217,Intersection,At Intersection,Stop Sign,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , 
-79.31499,43.821845,6264635,1212390,2010,"December 8, 2010",821,8,4472 STEELES AVE E, , ,Major Arterial,43.821845,-79.31499,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,60 to 64,Major,severely injured,Other, , , ,Pedestrian hit at private driveway,On Sidewalk or Shoulder,Normal, , , 
-79.389987,43.658744,6150246,1171997,2010,"June 6, 2010",822,8,UNIVERSITY AVE,ORDE ST, ,Major Arterial,43.658744,-79.389987,Intersection, ,No Control,Rain,Fatal,fatal,Pedestrian,pedestrian,40 to 44,Fatal,killed,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown, , , 
-79.340846,43.727645,80496869,5000851624,2015,"May 22, 2015",822,8,DON MILLS RD,GREEN BELT DR, ,Major Arterial,43.727645,-79.340846,Intersection,Intersection Related,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,45 to 49,Fatal,killed, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.43869,43.687145,6182757,1185970,2010,"July 22, 2010",823,8,OAKWOOD AVE,ROGERS RD, ,Minor Arterial,43.687145,-79.43869,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.382312,43.679423,80000143,5000832268,2015,"May 19, 2015",823,8,ROXBOROUGH ST E,WRENTHAM PL, ,Collector,43.679423,-79.382312,Intersection, ,Stop Sign,Clear,Fatal,fatal,Cyclist,cyclist,75 to 79,Fatal,killed,Bicycle,Turning Left, , , , , ,Cyclist turned left across motorists path.,Improper Turn,Unknown
-79.265865,43.753928,80632272,6001864838,2016,"October 20, 2016",823,8,MIDWEST RD,MIDLAND AVE, ,Major Arterial,43.753928,-79.265865,Intersection,Intersection Related,Stop Sign,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,15 to 19,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal, , , 
-79.38379,43.663045,7456220,1311577,2012,"July 23, 2012",824,8,YONGE ST,GROSVENOR ST, ,Major Arterial,43.663045,-79.38379,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,25 to 29,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Disobeyed Traffic Control,Inattentive
-79.24659,43.759445,6588022,1214720,2011,"January 25, 2011",825,8,MCCOWAN RD,ST ANDREWS RD, ,Major Arterial,43.759445,-79.24659,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,45 to 49,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,Playing or Working on Highway,Normal, , , 
-79.336452,43.816847,80153670,4001655411,2014,"March 7, 2014",825,8,STEELES AVE E,PHARMACY AVE, ,Major Arterial,43.816847,-79.336452,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.424945,43.699485,80492721,5001954714,2015,"November 14, 2015",825,8,1996 BATHURST ST, , ,Major Arterial,43.699485,-79.424945,Mid-Block,Non Intersection,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,85 to 89,Fatal,killed,"Automobile, Station Wagon", , , ,Pedestrian hit at parking lot,Other,Normal, , , 
-79.331371,43.793036,80773472,7001286988,2017,"July 18, 2017",825,8,VICTORIA PARK AVE,FINCH AVE E, ,Major Arterial,43.793036,-79.331371,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,15 to 19,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , 
-79.56439,43.747345,7514656,1306461,2012,"July 24, 2012",740,7,FINCH AVE W,MILADY RD, ,Major Arterial,43.747345,-79.56439,Intersection, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,10 to 14,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , 
-79.28719,43.828245,5866124,1135192,2009,"November 7, 2009",755,7,STEELES Aven E,BRIMLEY Road, ,Major Arterial,43.828245,-79.28719,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,75 to 79,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.543445,43.632731,80787898,7001555383,2017,"August 28, 2017",849,8,5450 DUNDAS ST W, ,5 m South of,Major Arterial,43.632731,-79.543445,Mid-Block,At/Near Private Drive,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Other, , , 
-79.331714,43.666724,80160040,4002062071,2014,"May 12, 2014",740,7,DUNDAS ST E,LESLIE ST, ,Minor Arterial,43.666724,-79.331714,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,40 to 44,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal
-79.516216,43.746162,80947213,8001275127,2018,"July 13, 2018",740,7,FRITH RD,ROSEGLEN CR,31 m East of,Local,43.746162,-79.516216,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured, , , , , , ,Normal, , , 
-79.39219,43.638445,6280489,1202989,2010,"November 19, 2010",744,7,LOWER SPADINA AVE,LAKE SHORE BLVD W, ,Expressway,43.638445,-79.39219,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Cyclist,cyclist,60 to 64,Fatal,killed,Bicycle,Pulling Away from Shoulder or Curb, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Normal
-79.43299,43.680145,5405581,1058466,2008,"August 26, 2008",745,7,ST CLAIR AVE W,WINONA DR, ,Major Arterial,43.680145,-79.43299,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,45 to 49,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal
-79.23239,43.725145,6611189,1226385,2011,"January 31, 2011",745,7,KINGSTON RD,CATHEDRAL BLUFFS DR, ,Major Arterial,43.725145,-79.23239,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.45229,43.655745,6611407,1226490,2011,"April 5, 2011",745,7,DUNDAS ST W,BLOOR ST W, ,Minor Arterial,43.655745,-79.45229,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,60 to 64,Major,severely injured,Other,Other, , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , 
-79.288257,43.783278,7850558,1369884,2013,"August 12, 2013",745,7,KENNEDY RD,SHEPPARD Ave E, ,Major Arterial,43.783278,-79.288257,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal, , , 
-79.336429,43.816851,80632157,6001529591,2016,"August 29, 2016",745,7,STEELES AVE E,PHARMACY AVE, ,Major Arterial,43.816851,-79.336429,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
